query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,Overall (Topic)
415,0.8,0.7,0.9,0.65,0.2,1.0,1.0,0.95,0.15,0.9,0.9,0.9,0.9,0.9,0.95,0.7866666666666667
416,0.95,0.4,0.45,0.3,0.0,0.5,0.4,0.45,0.1,0.4,0.45,0.4,0.55,0.4,0.35,0.4066666666666667
417,0.8,0.25,0.3,0.15,0.0,0.65,0.05,0.5,0.0,0.4,0.0,0.3,0.0,0.45,0.7,0.30333333333333334
418,0.95,0.4,0.5,0.6,0.0,0.55,0.55,0.55,0.5,0.5,0.4,0.55,0.4,0.45,0.6,0.5
419,0.6,0.1,0.05,0.25,0.0,0.1,0.1,0.2,0.1,0.2,0.15,0.05,0.1,0.2,0.35,0.17
420,0.8,0.6,0.55,0.25,0.15,0.6,0.6,0.25,0.1,0.6,0.6,0.65,0.5,0.65,0.6,0.5
421,0.6,0.05,0.15,0.0,0.05,0.05,0.15,0.0,0.1,0.0,0.05,0.25,0.15,0.1,0.05,0.11666666666666668
422,0.9,0.95,0.6,0.3,0.0,0.95,0.4,0.8,0.0,0.35,0.95,0.8,0.9,0.75,0.75,0.6266666666666667
423,0.85,0.55,0.55,0.8,0.1,0.65,0.6,0.6,0.0,0.7,0.6,0.65,0.45,0.7,0.7,0.5666666666666667
424,0.95,0.05,0.25,0.2,0.0,0.55,0.3,0.6,0.0,0.55,0.7,0.25,0.7,0.55,0.5,0.41000000000000003
425,1.0,0.9,0.9,0.7,0.05,0.95,0.95,0.7,0.15,0.65,0.95,0.5,0.9,0.95,1.0,0.7500000000000001
426,1.0,0.25,0.3,0.35,0.1,0.45,0.0,0.35,0.05,0.35,0.3,0.7,0.25,0.2,0.4,0.3366666666666667
427,0.8,0.3,0.4,0.35,0.0,0.35,0.3,0.3,0.05,0.4,0.35,0.45,0.3,0.55,0.35,0.3499999999999999
428,0.8,0.45,0.5,0.3,0.05,0.55,0.4,0.2,0.4,0.5,0.5,0.05,0.2,0.5,0.45,0.38999999999999996
429,0.4,0.4,0.35,0.25,0.0,0.25,0.3,0.4,0.15,0.15,0.3,0.15,0.4,0.25,0.2,0.2633333333333333
430,0.1,0.3,0.2,0.2,0.05,0.3,0.2,0.3,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.23999999999999994
431,0.8,0.4,0.65,0.75,0.1,0.75,0.8,0.85,0.15,0.8,0.75,0.65,0.45,0.8,0.45,0.61
432,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.02
433,0.3,0.05,0.1,0.15,0.0,0.1,0.15,0.05,0.0,0.1,0.05,0.0,0.0,0.15,0.1,0.08666666666666667
434,1.0,0.6,0.75,0.7,0.05,0.85,0.65,0.7,0.25,0.4,0.65,0.65,0.95,0.9,0.85,0.6633333333333334
435,0.75,0.5,0.45,0.1,0.05,0.35,0.45,0.1,0.0,0.4,0.2,0.35,0.4,0.15,0.4,0.3100000000000001
436,1.0,0.5,0.4,0.2,0.2,0.2,0.75,0.1,0.0,0.3,0.65,0.85,0.45,0.4,0.45,0.43000000000000005
437,0.45,0.0,0.05,0.1,0.1,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.06666666666666667
438,0.9,0.3,0.65,0.15,0.1,0.4,0.3,0.25,0.1,0.05,0.0,0.35,0.35,0.55,0.55,0.3333333333333333
439,0.75,0.1,0.15,0.1,0.0,0.1,0.1,0.15,0.05,0.05,0.1,0.15,0.2,0.1,0.15,0.15000000000000002
440,0.45,0.35,0.6,0.15,0.05,0.55,0.65,0.3,0.0,0.4,0.5,0.45,0.45,0.35,0.45,0.37999999999999995
441,0.3,0.5,0.45,0.55,0.5,0.55,0.5,0.45,0.5,0.55,0.55,0.5,0.45,0.55,0.5,0.4933333333333333
442,0.8,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.15,0.2,0.1,0.0,0.1,0.15,0.11666666666666667
443,0.2,0.35,0.4,0.2,0.1,0.4,0.4,0.2,0.0,0.15,0.25,0.3,0.45,0.7,0.4,0.30000000000000004
444,0.2,0.45,0.45,0.65,0.0,0.5,0.75,0.45,0.0,0.65,0.45,0.65,0.3,0.75,0.55,0.45333333333333337
445,1.0,0.5,0.55,0.25,0.15,0.3,0.5,0.25,0.0,0.55,0.55,0.65,0.55,0.55,0.5,0.45666666666666667
446,0.9,0.7,0.65,0.15,0.0,0.75,0.75,0.55,0.1,0.5,0.7,0.9,0.75,0.55,0.75,0.58
447,0.75,0.2,0.0,0.7,0.0,0.75,0.05,0.1,0.0,0.6,0.25,0.7,0.0,0.2,0.15,0.2966666666666667
448,0.15,0.05,0.05,0.15,0.0,0.3,0.0,0.1,0.0,0.05,0.35,0.15,0.15,0.05,0.1,0.11
449,0.7,0.25,0.35,0.25,0.0,0.4,0.3,0.4,0.0,0.35,0.3,0.3,0.3,0.15,0.4,0.29666666666666663
450,0.9,0.9,0.9,0.8,0.55,0.8,1.0,0.9,0.0,0.9,0.9,0.75,0.95,0.85,0.95,0.8033333333333332
Overall (System),0.684,0.373,0.4,0.35700000000000004,0.083,0.483,0.4200000000000001,0.4059999999999999,0.09399999999999999,0.41700000000000004,0.41999999999999993,0.429,0.425,0.44799999999999995,0.44999999999999996,0.39260000000000006
